label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.8160697221755981,0.7935103178024292,-6.191228862917342e-07,0.7382662296295166,0.7173028588294983,-0.00887768529355526,0.6980435848236084,0.6103564500808716,-0.00748853012919426,0.6850046515464783,0.5201488137245178,-0.012577326968312263,0.6675800085067749,0.4506309926509857,-0.014780767261981964,0.7355082035064697,0.5642148852348328,0.035932645201683044,0.729438304901123,0.4901958405971527,0.006878536660224199,0.7354608178138733,0.5416973829269409,-0.014995483681559563,0.7403442859649658,0.5999376773834229,-0.023045020177960396,0.7799296379089355,0.5683062672615051,0.02909100614488125,0.7732043862342834,0.5057443976402283,-0.00511279096826911,0.7730236053466797,0.585490345954895,-0.021386854350566864,0.7746907472610474,0.6556472182273865,-0.021359633654356003,0.8224838972091675,0.5782821178436279,0.015089597553014755,0.8139297962188721,0.526732861995697,-0.0189428199082613,0.8057500123977661,0.6083799600601196,-0.017744729295372963,0.8042156100273132,0.676593005657196,-0.004334254190325737,0.8660423755645752,0.5933601260185242,-0.00022934639127925038,0.853945255279541,0.5451123118400574,-0.01871640607714653,0.8401594161987305,0.5978230834007263,-0.011130605824291706,0.8352154493331909,0.6466916799545288,0.0019198713125661016
A,0.7980790734291077,0.78221595287323,-6.45514205643849e-07,0.7379310131072998,0.6746132969856262,0.0010498317424207926,0.7224040627479553,0.5631024837493896,0.006890439428389072,0.7321812510490417,0.4761562943458557,0.0040603396482765675,0.7301406264305115,0.4058345854282379,0.0032056961208581924,0.7747527360916138,0.5327730178833008,0.05042049288749695,0.7833501696586609,0.4602588713169098,0.027004290372133255,0.7681230306625366,0.5023075938224792,0.00688516441732645,0.7527201771736145,0.5553958415985107,-0.0006974343559704721,0.8134293556213379,0.552107572555542,0.03960869088768959,0.8136292695999146,0.48596152663230896,0.010628539137542248,0.7920179963111877,0.5543689727783203,-0.006613494828343391,0.7765621542930603,0.6217317581176758,-0.007674787193536758,0.8511754870414734,0.5769489407539368,0.022519228979945183,0.8429450988769531,0.5203859210014343,-0.007181157823652029,0.8175363540649414,0.5937772989273071,-0.0075354501605033875,0.8023068308830261,0.6610161662101746,0.00426031369715929,0.8913218975067139,0.6084029078483582,0.0049196528270840645,0.8787941336631775,0.5521076917648315,-0.011128571815788746,0.8531889915466309,0.5957207679748535,-0.003066282020881772,0.8391178846359253,0.6429797410964966,0.010135781951248646
A,0.809668242931366,0.786909282207489,-7.587481150039821e-07,0.7168272137641907,0.7329736351966858,-0.0039274306036531925,0.6515074372291565,0.6485195159912109,-0.003759164595976472,0.6126605272293091,0.5738547444343567,-0.01110712718218565,0.5705633759498596,0.5263464450836182,-0.01576806604862213,0.6783577799797058,0.5742766857147217,0.03506806120276451,0.6371039748191833,0.5338172912597656,0.0035811085253953934,0.6600502729415894,0.5993325114250183,-0.018962915986776352,0.6849314570426941,0.6505163908004761,-0.027255555614829063,0.7189152240753174,0.5625355243682861,0.025606704875826836,0.6794848442077637,0.5325374603271484,-0.01135366503149271,0.7061586976051331,0.614367663860321,-0.027092408388853073,0.7316699624061584,0.6700029969215393,-0.02676256373524666,0.7622562050819397,0.5568616390228271,0.009993393905460835,0.7238335609436035,0.5332304239273071,-0.025341195985674858,0.7436079978942871,0.6170188784599304,-0.020739151164889336,0.7669343948364258,0.6765958666801453,-0.004919081926345825,0.808344304561615,0.5559204816818237,-0.006542661692947149,0.7678885459899902,0.5333690643310547,-0.0249182116240263,0.7708406448364258,0.594574511051178,-0.014709020033478737,0.7853960394859314,0.6391496658325195,0.0007143547409214079
A,0.8461076617240906,0.86072838306427,-7.744471872683789e-07,0.751699686050415,0.8371660709381104,-0.010024218820035458,0.669529139995575,0.7686800360679626,-0.011724603362381458,0.6167232990264893,0.708512544631958,-0.01859717071056366,0.5662546157836914,0.6827970743179321,-0.02230216935276985,0.6788126230239868,0.6857283115386963,0.02375457063317299,0.6379380226135254,0.6668999791145325,-0.008564908988773823,0.6768522262573242,0.7272962331771851,-0.0296268779784441,0.7103000283241272,0.7674407958984375,-0.03694673255085945,0.7181606888771057,0.6601518392562866,0.018065957352519035,0.6818212270736694,0.6554533839225769,-0.02004096657037735,0.725555419921875,0.7295787930488586,-0.03303944319486618,0.7587191462516785,0.7749729156494141,-0.030509501695632935,0.760320782661438,0.6434136629104614,0.006239638663828373,0.7261837720870972,0.647413969039917,-0.0307911429554224,0.761387288570404,0.7231571674346924,-0.024995198473334312,0.7925299406051636,0.771614134311676,-0.007956515066325665,0.80379718542099,0.6333099603652954,-0.00676926551386714,0.7677001953125,0.6353440880775452,-0.026139697059988976,0.7837496399879456,0.6926742196083069,-0.01648576743900776,0.8043956756591797,0.7273333668708801,-0.0011380694340914488
A,0.7925703525543213,0.4358210563659668,-4.2325038407398097e-07,0.7025535702705383,0.39906105399131775,-0.008609507232904434,0.6389599442481995,0.32320743799209595,-0.008557984605431557,0.598254919052124,0.24874284863471985,-0.01592867821455002,0.556432843208313,0.20088991522789001,-0.021648859605193138,0.6568171381950378,0.26206761598587036,0.04667040705680847,0.6358096599578857,0.20241567492485046,0.014583743177354336,0.6497373580932617,0.22478334605693817,-0.013371608220040798,0.665718674659729,0.2664003372192383,-0.02551620453596115,0.6971777081489563,0.2409595102071762,0.03854256495833397,0.6755740642547607,0.18245141208171844,-0.0010915540624409914,0.6983473300933838,0.25458866357803345,-0.022968612611293793,0.720146119594574,0.32000482082366943,-0.025136422365903854,0.7395939826965332,0.22981861233711243,0.022804874926805496,0.7209190726280212,0.1801086962223053,-0.018791357055306435,0.7353383898735046,0.2616627514362335,-0.019935598596930504,0.7525457739830017,0.3314078450202942,-0.005190322175621986,0.7847774028778076,0.22464896738529205,0.00599072827026248,0.7646920680999756,0.17971226572990417,-0.017973389476537704,0.7669064402580261,0.23747073113918304,-0.01054423674941063,0.7754855155944824,0.2908378839492798,0.00424073776230216
A,0.6736050248146057,0.9003949165344238,-4.804528543900233e-07,0.6113951802253723,0.8577367663383484,-0.002518810797482729,0.5672193765640259,0.7924460768699646,-0.0014928131131455302,0.545264720916748,0.7271237969398499,-0.006827016826719046,0.5351561307907104,0.669416069984436,-0.010198032483458519,0.5905053615570068,0.7407221794128418,0.037395332008600235,0.5725550651550293,0.695180356502533,0.01575050689280033,0.5791258811950684,0.7323166728019714,-0.001687619718722999,0.589053750038147,0.7742727994918823,-0.008126824162900448,0.62068110704422,0.7349400520324707,0.03009151481091976,0.5996315479278564,0.6923600435256958,0.004907742142677307,0.6075498461723328,0.747114360332489,-0.009537870064377785,0.6175251007080078,0.7993195056915283,-0.010463057085871696,0.6530917286872864,0.7333073616027832,0.017484039068222046,0.6282722353935242,0.7014018297195435,-0.008797302842140198,0.6365024447441101,0.7616279125213623,-0.009447501972317696,0.6479140520095825,0.8149715065956116,0.0006809399928897619,0.6890848278999329,0.734880805015564,0.00441447738558054,0.6600902080535889,0.7059944868087769,-0.010366220027208328,0.6608533263206482,0.7451573610305786,-0.004639309830963612,0.6696754693984985,0.7823495268821716,0.006170087959617376
A,0.45063361525535583,0.7661749124526978,-8.065563292802835e-07,0.37460485100746155,0.7365071177482605,0.004068266600370407,0.31716883182525635,0.6682374477386475,0.006876901723444462,0.28828275203704834,0.6008098125457764,0.0008804565877653658,0.25776147842407227,0.5447800755500793,-0.004158175550401211,0.343563437461853,0.5848080515861511,0.040347564965486526,0.30847376585006714,0.5508591532707214,0.013147935271263123,0.3136899173259735,0.6076538562774658,-0.008257503621280193,0.3293856382369995,0.6591325998306274,-0.01675741747021675,0.3729809522628784,0.5734476447105408,0.027256671339273453,0.3319309651851654,0.54999178647995,-0.0033951883669942617,0.34819987416267395,0.6248618960380554,-0.019140169024467468,0.3713453412055969,0.6825672388076782,-0.020082730799913406,0.4062112867832184,0.5627956390380859,0.008882341906428337,0.3606547713279724,0.5475946664810181,-0.021726030856370926,0.37842828035354614,0.6251398324966431,-0.02095906250178814,0.40352603793144226,0.6831862926483154,-0.009086369536817074,0.44528064131736755,0.554429292678833,-0.009716494008898735,0.3943912982940674,0.5384594798088074,-0.029184026643633842,0.399859219789505,0.5943478345870972,-0.02257697656750679,0.41841423511505127,0.6404457688331604,-0.009702335111796856
A,0.7435246109962463,0.8505321145057678,-9.688189948064974e-07,0.686066210269928,0.7504319548606873,0.0010649459436535835,0.6600672006607056,0.6432990431785583,0.0004402879567351192,0.6528757810592651,0.5579086542129517,-0.0076689934358000755,0.6439470052719116,0.4778538942337036,-0.012767096050083637,0.7331944704055786,0.5565566420555115,0.03504467010498047,0.6741030812263489,0.5258495211601257,0.0017373929731547832,0.6544610261917114,0.5874360203742981,-0.022313470020890236,0.6536216139793396,0.6399802565574646,-0.03206375241279602,0.7678205966949463,0.5674201250076294,0.021357553079724312,0.6911843419075012,0.5621727108955383,-0.015466599725186825,0.6832749843597412,0.6481184363365173,-0.030505813658237457,0.6916818618774414,0.7069234251976013,-0.030610067769885063,0.7981881499290466,0.5915903449058533,0.0017068474553525448,0.7169058322906494,0.5955076813697815,-0.033239126205444336,0.7136772871017456,0.6789712905883789,-0.029651673510670662,0.7243125438690186,0.7361177802085876,-0.015925060957670212,0.8244358897209167,0.6291302442550659,-0.019076520577073097,0.7528534531593323,0.617492139339447,-0.04032817482948303,0.7420156598091125,0.674667239189148,-0.03460833430290222,0.7495155334472656,0.716546356678009,-0.021953526884317398
A,0.7477299571037292,0.6948848366737366,-5.809646097532095e-08,0.6628840565681458,0.6951091885566711,0.007979071699082851,0.6062994003295898,0.6620090007781982,0.024147307500243187,0.5644182562828064,0.6127284169197083,0.03122519515454769,0.5430169105529785,0.5670663118362427,0.039157114923000336,0.6201881766319275,0.6234676837921143,0.09168422222137451,0.5946705341339111,0.5823166966438293,0.08848143368959427,0.5950656533241272,0.5718107223510742,0.07381008565425873,0.6047937870025635,0.5769277215003967,0.06598040461540222,0.6490821242332458,0.5919457674026489,0.0839420035481453,0.6187672019004822,0.5332292914390564,0.06576059013605118,0.6365151405334473,0.5626813173294067,0.03880592808127403,0.6585946083068848,0.6073027849197388,0.03065541572868824,0.6798877120018005,0.5655261874198914,0.07063848525285721,0.6537432074546814,0.516059160232544,0.04706674441695213,0.6734024882316589,0.5643513202667236,0.03398638591170311,0.6967698931694031,0.6138825416564941,0.03767618536949158,0.7184056639671326,0.5407317876815796,0.058163244277238846,0.6934224367141724,0.5018588900566101,0.04860321804881096,0.70244300365448,0.5382241606712341,0.05068851634860039,0.7177358269691467,0.578805148601532,0.05886634439229965
A,0.8147198557853699,0.7970484495162964,-2.7164520588485175e-07,0.7397792339324951,0.7289976477622986,-0.01217765361070633,0.6941143274307251,0.6352846026420593,-0.010137415491044521,0.6717882752418518,0.5450802445411682,-0.01442807912826538,0.657204270362854,0.47190630435943604,-0.015413080342113972,0.7150376439094543,0.5829972624778748,0.05684240162372589,0.7125407457351685,0.5154553055763245,0.02991495095193386,0.7320929765701294,0.5416516661643982,0.002247332129627466,0.7459153532981873,0.5828812718391418,-0.01059567742049694,0.7573012709617615,0.576120138168335,0.05317945405840874,0.7574271559715271,0.503839373588562,0.018734218552708626,0.766588032245636,0.570217490196228,-0.007250283379107714,0.7693938612937927,0.6354286670684814,-0.013268942013382912,0.7988269925117493,0.5804436802864075,0.041320014744997025,0.8007829189300537,0.5138953924179077,0.005241948179900646,0.7984479665756226,0.5873628258705139,-0.0017246573697775602,0.7952852249145508,0.6571856141090393,0.0077098337933421135,0.8425207138061523,0.5908071398735046,0.028031637892127037,0.841111421585083,0.5342033505439758,0.007872122339904308,0.8316316604614258,0.5818384289741516,0.011427775956690311,0.824468195438385,0.6329507231712341,0.022577451542019844
